Frequency (Hz)	Level (dB)
18943.835449	-52.137058
18949.218750	-54.056862
18954.602051	-53.508198
18959.985352	-55.585133
18965.368652	-53.566319
18970.751953	-52.578045
18976.135254	-53.003540
18981.518555	-56.693848
18986.901855	-58.307114
18992.285156	-53.849987
18997.668457	-52.635849
19003.051758	-52.706455
19008.435059	-52.844635
19013.818359	-54.325436
19019.201660	-53.930473
19024.584961	-52.495926
19029.968262	-52.022507
19035.351562	-53.840073
19040.734863	-55.660519
19046.118164	-52.866699
19051.501465	-51.838184
19056.884766	-52.422047
19062.268066	-51.919067
19067.651367	-50.920624
19073.034668	-52.763973
19078.417969	-52.800522
19083.801270	-53.004288
19089.184570	-52.789658
19094.567871	-50.784668
19099.951172	-53.761692
19105.334473	-54.581833
19110.717773	-56.226822
19116.101074	-55.175728
19121.484375	-54.547512
19126.867676	-51.841022
19132.250977	-52.263649
19137.634277	-54.076702
19143.017578	-53.230438
19148.400879	-54.360012
19153.784180	-54.887947
19159.167480	-53.177975
19164.550781	-52.228149
19169.934082	-52.188419
19175.317383	-52.169880
19180.700684	-51.697975
19186.083984	-53.104824
19191.467285	-54.903385
19196.850586	-55.773010
19202.233887	-52.133175
19207.617188	-51.784184
19213.000488	-53.170113
19218.383789	-53.118053
19223.767090	-53.220642
19229.150391	-53.285816
19234.533691	-53.516235
19239.916992	-53.913288
19245.300293	-53.500706
19250.683594	-52.011032
19256.066895	-50.507854
19261.450195	-49.473972
19266.833496	-51.285095
19272.216797	-53.244091
19277.600098	-54.812424
19282.983398	-53.135010
19288.366699	-53.563030
19293.750000	-53.893135
19299.133301	-53.467216
19304.516602	-54.830059
19309.899902	-52.534782
19315.283203	-51.398277
19320.666504	-50.031532
19326.049805	-51.887249
19331.433105	-52.877609
19336.816406	-52.597004
19342.199707	-53.932587
19347.583008	-55.056541
19352.966309	-56.736153
19358.349609	-53.247845
19363.732910	-50.915886
19369.116211	-50.903408
19374.499512	-51.926643
19379.882812	-53.174164
19385.266113	-52.707741
19390.649414	-52.349304
19396.032715	-50.726292
19401.416016	-50.249088
19406.799316	-52.695110
19412.182617	-53.156738
19417.565918	-53.057381
19422.949219	-50.651817
19428.332520	-51.252914
19433.715820	-53.227146
19439.099121	-54.118534
19444.482422	-53.296867
19449.865723	-55.317596
19455.249023	-56.179695
19460.632324	-52.632851
19466.015625	-54.492233
19471.398926	-50.985054
19476.782227	-52.788387
19482.165527	-52.788452
19487.548828	-52.154736
19492.932129	-52.336040
19498.315430	-55.416309
19503.698730	-57.011467
19509.082031	-56.213802
19514.465332	-54.536995
19519.848633	-51.501511
19525.231934	-52.843746
19530.615234	-52.901669
19535.998535	-52.286015
19541.381836	-52.292625
19546.765137	-52.239384
19552.148438	-51.406887
19557.531738	-52.627831
19562.915039	-54.405029
19568.298340	-55.452232
19573.681641	-55.748383
19579.064941	-54.135105
19584.448242	-52.839985
19589.831543	-53.184429
19595.214844	-54.212677
19600.598145	-57.306637
19605.981445	-51.734215
19611.364746	-50.794933
19616.748047	-50.794407
19622.131348	-52.259811
19627.514648	-56.203560
19632.897949	-53.174847
19638.281250	-52.013546
19643.664551	-52.089069
19649.047852	-53.086082
19654.431152	-53.440121
19659.814453	-52.429066
19665.197754	-51.360527
19670.581055	-52.780052
19675.964355	-54.406162
19681.347656	-55.173771
19686.730957	-53.043568
19692.114258	-52.289463
19697.497559	-51.255131
19702.880859	-51.003998
19708.264160	-53.244450
19713.647461	-52.969864
19719.030762	-51.123386
19724.414062	-49.999680
19729.797363	-51.886707
19735.180664	-50.049435
19740.563965	-52.464306
19745.947266	-52.696301
19751.330566	-54.181332
19756.713867	-53.725842
19762.097168	-53.733223
19767.480469	-54.061359
19772.863770	-52.233650
19778.247070	-53.159149
19783.630371	-52.660213
19789.013672	-53.705658
19794.396973	-51.925537
19799.780273	-53.658436
19805.163574	-54.088989
19810.546875	-55.482868
19815.930176	-51.875114
19821.313477	-51.400665
19826.696777	-52.605141
19832.080078	-50.618553
19837.463379	-51.500656
19842.846680	-53.285316
19848.229980	-54.484493
19853.613281	-55.998417
19858.996582	-52.278759
19864.379883	-52.624130
19869.763184	-52.736744
19875.146484	-51.968807
19880.529785	-52.823551
19885.913086	-53.157970
19891.296387	-50.667259
19896.679688	-50.995823
19902.062988	-52.314526
19907.446289	-54.603279
19912.829590	-55.022549
19918.212891	-52.110241
19923.596191	-52.206879
19928.979492	-53.371014
19934.362793	-55.467106
19939.746094	-52.153358
19945.129395	-52.585922
19950.512695	-54.798786
19955.895996	-54.102974
19961.279297	-51.158405
19966.662598	-49.672943
19972.045898	-51.749039
19977.429199	-54.109978
19982.812500	-51.917614
19988.195801	-52.412136
19993.579102	-52.603874
19998.962402	-52.996269
20004.345703	-53.133961
20009.729004	-53.791561
20015.112305	-52.827011
20020.495605	-53.048409
20025.878906	-52.185280
20031.262207	-51.651669
20036.645508	-53.359577
20042.028809	-52.536358
20047.412109	-53.345829
20052.795410	-53.674206
20058.178711	-52.651520
20063.562012	-50.023403
20068.945312	-51.213573
20074.328613	-56.070995
20079.711914	-53.712807
20085.095215	-54.892254
20090.478516	-55.741020
20095.861816	-57.033218
20101.245117	-57.132828
20106.628418	-53.151455
20112.011719	-52.161217
20117.395020	-51.108372
20122.778320	-50.435741
20128.161621	-51.201546
20133.544922	-53.120403
20138.928223	-51.596931
20144.311523	-52.220062
20149.694824	-51.643841
20155.078125	-51.606487
20160.461426	-51.538288
20165.844727	-53.967922
20171.228027	-54.754707
20176.611328	-55.536217
20181.994629	-54.032234
20187.377930	-53.469547
20192.761230	-52.195713
20198.144531	-51.802380
20203.527832	-50.723820
20208.911133	-50.459332
20214.294434	-51.490623
20219.677734	-52.663628
20225.061035	-52.196072
20230.444336	-50.980583
20235.827637	-50.916267
20241.210938	-51.390045
20246.594238	-53.517372
20251.977539	-53.305283
20257.360840	-53.250660
20262.744141	-51.716415
20268.127441	-51.296406
20273.510742	-51.997662
20278.894043	-52.073643
20284.277344	-53.033329
20289.660645	-52.019531
20295.043945	-52.997646
20300.427246	-53.977863
20305.810547	-53.425297
20311.193848	-52.710892
20316.577148	-52.951550
20321.960449	-53.444473
20327.343750	-52.879246
20332.727051	-51.764885
20338.110352	-52.390377
20343.493652	-50.929886
20348.876953	-52.195099
20354.260254	-55.247345
20359.643555	-50.823837
20365.026855	-50.946766
20370.410156	-52.856758
20375.793457	-50.988586
20381.176758	-52.337257
20386.560059	-54.101665
20391.943359	-54.553173
20397.326660	-53.676071
20402.709961	-53.016705
20408.093262	-54.983780
20413.476562	-52.968616
20418.859863	-51.361618
20424.243164	-53.013512
20429.626465	-51.827240
20435.009766	-51.413685
20440.393066	-52.444969
20445.776367	-54.827610
20451.159668	-54.050602
20456.542969	-53.636700
20461.926270	-54.089073
20467.309570	-53.993019
20472.692871	-52.980915
20478.076172	-52.212936
20483.459473	-51.348080
20488.842773	-49.779282
20494.226074	-51.895657
20499.609375	-54.304390
20504.992676	-54.253693
20510.375977	-54.713154
20515.759277	-52.007820
20521.142578	-52.248695
20526.525879	-55.671761
20531.909180	-53.097893
20537.292480	-50.722633
20542.675781	-51.375607
20548.059082	-53.307056
20553.442383	-53.449478
20558.825684	-54.432835
20564.208984	-52.533714
20569.592285	-51.314877
20574.975586	-53.370987
20580.358887	-53.360607
20585.742188	-52.089672
20591.125488	-53.582336
20596.508789	-52.810291
20601.892090	-51.963802
20607.275391	-51.305275
20612.658691	-51.940411
20618.041992	-52.620125
20623.425293	-52.948509
20628.808594	-50.757557
20634.191895	-50.746731
20639.575195	-53.746819
20644.958496	-54.717773
20650.341797	-55.066418
20655.725098	-53.954041
20661.108398	-54.577988
20666.491699	-53.369320
20671.875000	-51.873451
20677.258301	-50.540302
20682.641602	-52.735809
20688.024902	-54.507408
20693.408203	-51.506596
20698.791504	-49.331470
20704.174805	-52.184635
20709.558105	-53.233875
20714.941406	-53.930584
20720.324707	-51.981979
20725.708008	-49.992809
20731.091309	-50.641117
20736.474609	-52.064388
20741.857910	-52.256897
20747.241211	-54.535995
20752.624512	-55.187550
20758.007812	-52.547443
20763.391113	-51.694977
20768.774414	-52.416683
20774.157715	-53.254833
20779.541016	-54.718452
20784.924316	-53.045979
20790.307617	-50.297348
20795.690918	-51.445835
20801.074219	-51.369354
20806.457520	-51.545288
20811.840820	-51.695789
20817.224121	-52.882656
20822.607422	-50.938244
20827.990723	-50.684750
20833.374023	-52.976643
20838.757324	-53.001907
20844.140625	-52.695621
20849.523926	-52.724442
20854.907227	-53.521858
20860.290527	-53.293324
20865.673828	-53.457260
20871.057129	-52.314693
20876.440430	-53.730652
20881.823730	-53.568073
20887.207031	-53.087101
20892.590332	-52.993473
20897.973633	-53.467953
20903.356934	-51.766609
20908.740234	-51.802124
20914.123535	-50.187710
20919.506836	-50.310970
20924.890137	-54.008667
20930.273438	-53.683411
20935.656738	-51.969154
20941.040039	-53.122150
20946.423340	-56.590374
20951.806641	-56.099361
20957.189941	-55.059032
20962.573242	-53.197971
20967.956543	-53.690891
20973.339844	-55.058887
20978.723145	-52.835381
20984.106445	-51.849518
20989.489746	-53.686142
20994.873047	-54.709126
21000.256348	-52.565395
21005.639648	-50.514076
21011.022949	-52.748478
21016.406250	-54.044476
21021.789551	-51.412315
21027.172852	-51.834599
21032.556152	-54.404778
21037.939453	-53.255699
21043.322754	-52.467480
21048.706055	-54.202911
21054.089355	-53.233608
21059.472656	-52.477856
21064.855957	-52.370251
21070.239258	-53.694332
21075.622559	-54.357117
21081.005859	-53.498470
21086.389160	-53.131073
21091.772461	-52.409309
21097.155762	-53.941208
21102.539062	-55.057850
21107.922363	-52.770016
21113.305664	-51.719704
21118.688965	-52.317059
21124.072266	-55.484341
21129.455566	-54.500378
21134.838867	-54.814831
21140.222168	-53.106876
21145.605469	-53.516064
21150.988770	-52.608932
21156.372070	-53.008743
21161.755371	-54.101509
21167.138672	-53.814034
21172.521973	-52.267418
21177.905273	-52.004135
21183.288574	-54.340107
21188.671875	-53.062939
21194.055176	-52.444244
21199.438477	-53.617493
21204.821777	-53.474804
21210.205078	-54.144974
21215.588379	-53.167118
21220.971680	-52.750420
21226.354980	-54.979931
21231.738281	-55.031845
21237.121582	-55.030445
21242.504883	-54.080181
21247.888184	-51.385235
21253.271484	-51.746944
21258.654785	-51.740501
21264.038086	-52.758381
21269.421387	-52.544914
21274.804688	-51.567142
21280.187988	-52.868721
21285.571289	-51.188148
21290.954590	-51.232899
21296.337891	-53.506786
21301.721191	-53.469147
21307.104492	-53.533848
21312.487793	-53.806080
21317.871094	-52.448746
21323.254395	-53.209366
21328.637695	-53.952560
21334.020996	-52.820751
21339.404297	-51.330040
21344.787598	-54.434452
21350.170898	-54.496769
21355.554199	-54.410862
21360.937500	-51.873508
21366.320801	-51.003464
21371.704102	-52.681610
21377.087402	-52.780937
21382.470703	-55.141666
21387.854004	-55.691826
21393.237305	-56.166565
21398.620605	-56.670254
21404.003906	-53.753277
21409.387207	-54.754929
21414.770508	-52.330360
21420.153809	-52.761131
21425.537109	-54.295643
21430.920410	-56.731594
21436.303711	-54.129574
21441.687012	-54.893890
21447.070312	-54.512394
21452.453613	-52.333801
21457.836914	-53.511932
21463.220215	-54.728146
21468.603516	-55.137691
21473.986816	-55.523113
21479.370117	-53.266800
21484.753418	-54.143394
21490.136719	-55.271107
21495.520020	-54.257004
21500.903320	-52.561527
21506.286621	-53.139824
21511.669922	-53.244831
21517.053223	-51.925564
21522.436523	-53.413319
21527.819824	-54.441578
21533.203125	-53.697922
21538.586426	-51.713963
21543.969727	-51.363926
21549.353027	-51.383579
21554.736328	-53.076954
21560.119629	-53.969467
21565.502930	-54.476387
21570.886230	-53.817699
21576.269531	-53.052788
21581.652832	-50.816116
21587.036133	-51.542423
21592.419434	-53.903606
21597.802734	-53.650997
21603.186035	-52.920631
21608.569336	-51.459667
21613.952637	-51.047920
21619.335938	-51.282604
21624.719238	-53.192520
21630.102539	-56.061043
21635.485840	-56.031445
21640.869141	-56.472355
21646.252441	-54.931885
21651.635742	-53.699661
21657.019043	-55.086220
21662.402344	-52.001621
21667.785645	-49.926682
21673.168945	-50.219639
21678.552246	-52.682690
21683.935547	-54.018864
21689.318848	-54.624088
21694.702148	-55.963573
21700.085449	-55.380230
21705.468750	-53.326221
21710.852051	-53.432312
21716.235352	-52.463631
21721.618652	-53.737034
21727.001953	-54.522129
21732.385254	-52.793770
21737.768555	-53.362114
21743.151855	-52.329330
21748.535156	-51.751873
21753.918457	-51.484146
21759.301758	-52.710773
21764.685059	-54.681702
21770.068359	-56.362553
21775.451660	-54.711517
21780.834961	-53.262314
21786.218262	-52.244896
21791.601562	-51.235073
21796.984863	-51.696976
21802.368164	-54.049343
21807.751465	-53.297070
21813.134766	-52.062153
21818.518066	-52.884308
21823.901367	-53.858814
21829.284668	-51.163864
21834.667969	-50.357677
21840.051270	-52.500408
21845.434570	-54.185463
21850.817871	-53.636929
21856.201172	-53.880684
21861.584473	-52.798309
21866.967773	-52.226925
21872.351074	-54.413162
21877.734375	-55.435562
21883.117676	-52.377537
21888.500977	-52.102116
21893.884277	-52.259548
21899.267578	-54.641151
21904.650879	-56.486580
21910.034180	-53.247890
21915.417480	-52.385437
21920.800781	-53.454266
21926.184082	-52.549351
21931.567383	-50.374966
21936.950684	-55.784924
21942.333984	-53.098080
21947.717285	-54.695251
21953.100586	-53.685497
21958.483887	-51.294838
21963.867188	-52.100945
21969.250488	-53.705784
21974.633789	-54.946983
21980.017090	-55.823040
21985.400391	-51.914200
21990.783691	-51.401031
21996.166992	-54.303028
22001.550293	-55.046787
22006.933594	-55.215305
22012.316895	-55.207573
22017.700195	-53.743446
22023.083496	-55.595684
22028.466797	-54.398026
22033.850098	-54.210873
22039.233398	-54.921600
22044.616699	-54.547867
